[2018-01-19 13:51:17]--断线重连, 玩家=0，状态=1
[2018-01-19 13:51:19]--断线重连, 玩家=1，状态=1
[2018-01-19 13:51:21]--断线重连, 玩家=2，状态=1
[2018-01-19 13:51:54]--断线重连, 玩家=0，状态=1
[2018-01-19 13:51:56]--断线重连, 玩家=1，状态=1
[2018-01-19 13:51:58]--断线重连, 玩家=2，状态=1
[2018-01-19 13:52:31]--断线重连, 玩家=0，状态=1
[2018-01-19 13:52:33]--断线重连, 玩家=1，状态=1
[2018-01-19 13:52:35]--断线重连, 玩家=2，状态=1
[2018-01-19 13:53:08]--断线重连, 玩家=0，状态=1
[2018-01-19 13:53:10]--断线重连, 玩家=1，状态=1
[2018-01-19 13:53:12]--断线重连, 玩家=2，状态=1
[2018-01-19 13:53:45]--断线重连, 玩家=0，状态=1
[2018-01-19 13:53:47]--断线重连, 玩家=1，状态=1
[2018-01-19 13:53:49]--断线重连, 玩家=2，状态=1
[2018-01-19 13:54:22]--断线重连, 玩家=0，状态=1
[2018-01-19 13:54:24]--断线重连, 玩家=1，状态=1
[2018-01-19 13:54:26]--断线重连, 玩家=2，状态=1
[2018-01-19 13:54:59]--断线重连, 玩家=0，状态=1
[2018-01-19 13:55:01]--断线重连, 玩家=1，状态=1
[2018-01-19 13:55:03]--断线重连, 玩家=2，状态=1
[2018-01-19 13:55:36]--断线重连, 玩家=0，状态=1
[2018-01-19 13:55:38]--断线重连, 玩家=1，状态=1
[2018-01-19 13:55:40]--断线重连, 玩家=2，状态=1
[2018-01-19 13:56:13]--断线重连, 玩家=0，状态=1
[2018-01-19 13:56:15]--断线重连, 玩家=1，状态=1
[2018-01-19 13:56:17]--断线重连, 玩家=2，状态=1
[2018-01-19 13:56:50]--断线重连, 玩家=0，状态=1
[2018-01-19 13:56:52]--断线重连, 玩家=1，状态=1
[2018-01-19 13:56:54]--断线重连, 玩家=2，状态=1
[2018-01-19 13:57:27]--断线重连, 玩家=0，状态=1
[2018-01-19 13:57:29]--断线重连, 玩家=1，状态=1
[2018-01-19 13:57:31]--断线重连, 玩家=2，状态=1
[2018-01-19 13:58:04]--断线重连, 玩家=0，状态=1
[2018-01-19 13:58:06]--断线重连, 玩家=1，状态=1
[2018-01-19 13:58:08]--断线重连, 玩家=2，状态=1
[2018-01-19 13:58:40]--断线重连, 玩家=0，状态=1
[2018-01-19 13:58:43]--断线重连, 玩家=1，状态=1
[2018-01-19 13:58:45]--断线重连, 玩家=2，状态=1
[2018-01-19 13:59:17]--断线重连, 玩家=0，状态=1
[2018-01-19 13:59:20]--断线重连, 玩家=1，状态=1
[2018-01-19 13:59:22]--断线重连, 玩家=2，状态=1
[2018-01-19 13:59:54]--断线重连, 玩家=0，状态=1
[2018-01-19 13:59:57]--断线重连, 玩家=1，状态=1
[2018-01-19 13:59:59]--断线重连, 玩家=2，状态=1
[2018-01-19 14:00:31]--断线重连, 玩家=0，状态=1
[2018-01-19 14:00:34]--断线重连, 玩家=1，状态=1
[2018-01-19 14:00:36]--断线重连, 玩家=2，状态=1
[2018-01-19 14:01:08]--断线重连, 玩家=0，状态=1
[2018-01-19 14:01:11]--断线重连, 玩家=1，状态=1
[2018-01-19 14:01:13]--断线重连, 玩家=2，状态=1
[2018-01-19 14:01:45]--断线重连, 玩家=0，状态=1
[2018-01-19 14:01:48]--断线重连, 玩家=1，状态=1
[2018-01-19 14:01:50]--断线重连, 玩家=2，状态=1
