00,07,06,Send,UserID:0,bAssID=181,
00,07,07,Reply,UserId=0,bAssID=1,    ///用户同意		 
00,07,52,Send,UserID:0,bAssID=180,
00,07,52,CalculateBoard,UserId=0,i64Money:-8
00,12,26,Send,UserID:0,bAssID=181,
00,12,27,Reply,UserId=0,bAssID=1,    ///用户同意		 
00,12,59,Send,UserID:0,bAssID=181,
00,12,59,Send,UserID:1,bAssID=181,
00,13,03,Reply,UserId=1,bAssID=1,    ///用户同意		 
00,13,03,Send,UserID:0,bAssID=120,	//升级游戏开始	   
00,13,03,Send,UserID:1,bAssID=120,	//升级游戏开始	   
00,13,03,Send,UserID:0,bAssID=170,	//通知客户端票分							
00,13,03,Send,UserID:1,bAssID=170,	//通知客户端票分							
00,13,06,Reply,UserId=0,bAssID=166,	//漂分请求//漂分回复					   
00,13,06,Send,UserID:0,bAssID=166,	//漂分请求//漂分回复					   
00,13,06,Send,UserID:1,bAssID=166,	//漂分请求//漂分回复					   
00,13,07,Reply,UserId=1,bAssID=166,	//漂分请求//漂分回复					   
00,13,07,Send,UserID:0,bAssID=166,	//漂分请求//漂分回复					   
00,13,07,Send,UserID:1,bAssID=166,	//漂分请求//漂分回复					   
00,13,08,Send,UserID:0,bAssID=121,	//确定至筛子点数	  
00,13,08,Send,UserID:1,bAssID=121,	//确定至筛子点数	  
00,13,11,Send,UserID:0,bAssID=122,	//发牌消息			 
00,13,11,Send,UserID:1,bAssID=122,	//发牌消息			 
00,13,12,Send,UserID:0,bAssID=123,	//通知开始出牌	   
00,13,12,Send,UserID:1,bAssID=123,	//通知开始出牌	   
00,13,14,Reply,UserId=0,bAssID=125,	//玩家出牌			 
00,13,14,Send,UserID:0,bAssID=126,	//玩家出牌结果 	   
00,13,14,Send,UserID:1,bAssID=126,	//玩家出牌结果 	   
00,13,14,Send,UserID:1,bAssID=128,	//碰杠明胡动作消息	 
00,13,16,Reply,UserId=1,bAssID=150,	//玩家拦牌动作	   
