17,02,01,房间00,密码,选项0,00,00,			游戏状态,0,提示信息,用户进入,用户,0
17,02,02,房间00,密码,选项0,00,00,		游戏状态,0,定时器,40,
17,02,03,房间00,密码,选项0,00,00,		游戏状态,1,客户端, 0,同意游戏			
17,02,03,房间00,密码,选项0,00,00,		游戏状态,1,定时器,40,
17,03,32,房间00,密码,选项0,00,00,			游戏状态,1,提示信息,用户进入,用户,1
17,03,33,房间00,密码,选项0,00,00,		游戏状态,1,定时器,40,
17,03,34,房间00,密码,选项0,00,00,		游戏状态,1,客户端, 1,同意游戏			
17,03,34,房间00,密码,选项0,00,00,			游戏状态,20,服务器,游戏开始			,iBeenPlayGame=1,iBaseNote=100,iLimitNote=7198,bUserState{[0]=1[1]=1[2]=0[3]=0},bIsSuperUser=0,bChangeRobotCard=0,iAllTotalNote=200
17,03,34,房间00,密码,选项0,00,00,			游戏状态,20,服务器,本轮限注			,iNoteTime=0,iLimit=0
17,03,36,房间00,密码,选项0,00,00,		游戏状态,20,定时器,30,发牌定时器 
17,03,36,房间00,密码,选项0,00,00,			游戏状态,20,服务器,发牌信息			,iStartPos=0,iCardList={[0]=_0x18_0x1D_0x00_0x00_0x00[1]=_0x28_0x1C_0x00_0x00_0x00[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00},iCardCount{[0]=2[1]=2[2]=0[3]=0},iFirstSendCardCount=2
17,03,38,房间00,密码,选项0,00,00,		游戏状态,20,定时器,30,发牌定时器 
17,03,38,房间00,密码,选项0,00,00,			游戏状态,20,服务器,发牌完成			,bDeskStatin=0
17,03,38,房间00,密码,选项0,00,00,			游戏状态,22,服务器,开始游戏			,bDeskStaton=0,bCanCheck=1,iNoteBottom=100,iNoteTop=7098
17,04,01,房间00,密码,选项0,00,00,		游戏状态,22,定时器,36,下注计时器 
17,04,01,房间00,密码,选项0,00,00,			游戏状态,22,服务器,下注结果			,bBet{[0]=0[1]=0[2]=0[3]=0},bNoteStyle=0,iOutPeople=0,iCurNote=0,iPlayerTotalNote{[0]=100[1]=100[2]=0[3]=0},iAllTotalNote=200,iUserCardCount{[0]=2[1]=2[2]=0[3]=0},iUserCard={[0]=_0x00_0x00_0x00_0x00_0x00[1]=_0x28_0x1C_0x3B_0x27_0x2C[2]=_0x29_0x0C_0x19_0x08_0x17[3]=_0x09_0x1A_0x07_0x39_0x0D}
17,04,02,房间00,密码,选项0,00,00,		游戏状态,22,定时器,37,等待下注动画完成计时器 
17,04,02,房间00,密码,选项0,00,00,			游戏状态,22,服务器,收集筹码			,JetonTotal=0,bDeskStation=76
17,04,03,房间00,密码,选项0,00,00,		游戏状态,22,定时器,32,游戏结束定时器 
17,04,03,房间00,密码,选项0,00,00,			游戏状态,23,服务器,游戏结束			,iCardShape{[0]=0[1]=0[2]=0[3]=0},bShowCardShape{[0]=0[1]=0[2]=0[3]=0},iUserState{[0]=0[1]=-1[2]=0[3]=0},iTurePoint{[0]=-100[1]=100[2]=0[3]=0},iChangeMoney{[0]=-100[1]=100[2]=0[3]=0},iUserCardCount{[0]=2[1]=2[2]=0[3]=0},iUserCard={[0]=_0x00_0x00_0x00_0x00_0x00[1]=_0x28_0x1C_0x3B_0x27_0x2C[2]=_0x29_0x0C_0x19_0x08_0x17[3]=_0x09_0x1A_0x07_0x39_0x0D}
17,04,04,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,05,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,06,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,07,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,08,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,09,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,10,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,11,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,12,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,13,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,14,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,15,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,16,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,17,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,18,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,19,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,20,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,21,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,21,房间00,密码,选项0,00,00,		游戏状态,23,客户端, 0,同意游戏			
17,04,22,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,23,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,24,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,25,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,26,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,27,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,28,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,29,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,30,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,31,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,32,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,33,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,34,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
17,04,34,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户退出,用户,1
17,04,39,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户进入,用户,1
17,04,39,房间00,密码,选项0,00,00,		游戏状态,23,客户端, 1,同意游戏			
17,04,39,房间00,密码,选项0,00,00,			游戏状态,20,服务器,游戏开始			,iBeenPlayGame=1,iBaseNote=100,iLimitNote=7098,bUserState{[0]=1[1]=1[2]=0[3]=0},bIsSuperUser=0,bChangeRobotCard=1,iAllTotalNote=200
17,04,39,房间00,密码,选项0,00,00,			游戏状态,20,服务器,本轮限注			,iNoteTime=0,iLimit=0
17,04,41,房间00,密码,选项0,00,00,		游戏状态,20,定时器,30,发牌定时器 
