11,13,35,房间00,密码392299,00000000,02,00,			游戏状态,0,提示信息,用户进入,0
11,13,35,房间00,密码392299,00000000,02,00,游戏状态,0,服务器,房卡选项,发送给0
11,13,35,房间00,密码392299,00000000,02,00,游戏状态,0,服务器,当前货币,msg=200000,tCurMoneyInfoArr{[0]iCurMoney=200000_iHadBuyInMoney=0_iTheBuyInMoney=0_iNextRoundBuyInMoney=0_,
11,13,35,房间00,密码392299,00000000,02,00,游戏状态,0,服务器,玩家输赢统计信息,发送给0
11,13,38,房间00,密码392299,00000000,02,00,		游戏状态,0,客户端, 0,同意游戏
11,13,42,房间00,密码392299,00000000,02,00,		游戏状态,0,提示信息,解散房间
13,11,23,房间00,密码693357,00000000,02,00,			游戏状态,0,提示信息,用户进入,0
13,11,23,房间00,密码693357,00000000,02,00,游戏状态,0,服务器,房卡选项,发送给0
13,11,23,房间00,密码693357,00000000,02,00,游戏状态,0,服务器,当前货币,msg=200000,tCurMoneyInfoArr{[0]iCurMoney=200000_iHadBuyInMoney=0_iTheBuyInMoney=0_iNextRoundBuyInMoney=0_,
13,11,23,房间00,密码693357,00000000,02,00,游戏状态,0,服务器,玩家输赢统计信息,发送给0
13,11,30,房间00,密码693357,00000000,02,00,		游戏状态,0,客户端, 0,同意游戏
13,11,44,房间00,密码693357,00000000,02,00,			游戏状态,0,提示信息,断线离开,0
13,14,44,房间00,密码693357,00000000,02,00,		游戏状态,0,提示信息,释放房间
