00, 01, 20, 房间00, 密码109452, 12207e22, 03, 00, 游戏状态, 1, 用户进入, 0
00, 05, 30, 房间00, 密码109452, 12207e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
00, 05, 30, 房间00, 密码, 12207e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
10, 55, 25, 房间00, 密码443988, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 51, 49, 房间00, 密码763188, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 54, 53, 房间00, 密码763188, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
11, 54, 53, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 54, 55, 房间01, 密码589290, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
11, 58, 28, 房间01, 密码589290, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
11, 58, 28, 房间01, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
15, 47, 14, 房间00, 密码796462, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
15, 52, 44, 房间00, 密码368096, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
15, 55, 48, 房间00, 密码368096, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
15, 55, 48, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 04, 56, 房间00, 密码475663, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 05, 18, 房间00, 密码475663, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 06, 09, 房间00, 密码475663, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
16, 06, 11, 房间00, 密码475663, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 06, 11, 房间00, 密码475663, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 06, 14, 房间00, 密码475663, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 06, 14, 房间00, 密码475663, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 06, 24, 房间00, 密码475663, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
16, 08, 12, 房间00, 密码475663, 12047e22, 03, 00, 			游戏状态, 21, 服务器, 大结算					, [0]={bWinner=0_dwUserID=13819										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=13839										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
16, 08, 40, 房间00, 密码630910, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 08, 46, 房间00, 密码630910, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 08, 49, 房间00, 密码630910, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
16, 08, 51, 房间00, 密码630910, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 08, 51, 房间00, 密码630910, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 08, 54, 房间00, 密码630910, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 08, 54, 房间00, 密码630910, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 09, 04, 房间00, 密码630910, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
16, 09, 15, 房间00, 密码630910, 12047e22, 03, 00, 游戏状态, 21, 用户进入, 0
16, 09, 57, 房间00, 密码630910, 12047e22, 03, 00, 			游戏状态, 21, 服务器, 大结算					, [0]={bWinner=0_dwUserID=11654										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=13839										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
16, 10, 20, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 10, 24, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 11, 03, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 2
16, 11, 11, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
16, 11, 13, 房间00, 密码855825, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 11, 13, 房间00, 密码855825, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 11, 17, 房间00, 密码855825, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 11, 17, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 11, 19, 房间00, 密码855825, 12047e22, 03, 00, 游戏状态, 21, 用户进入, 2
16, 11, 27, 房间00, 密码855825, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
16, 11, 33, 房间00, 密码855825, 12047e22, 03, 00, 			游戏状态, 21, 服务器, 大结算					, [0]={bWinner=0_dwUserID=11654										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=13839										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=13819										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
16, 11, 46, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 11, 51, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 11, 55, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
16, 11, 57, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 11, 57, 房间00, 密码915060, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 12, 01, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 12, 01, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 12, 08, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 21, 用户进入, 2
16, 12, 11, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
16, 12, 15, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
16, 12, 15, 房间00, 密码915060, 12047e22, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x23_0x04_0x3A_0x31_0x06[1]=_0x26_0x01_0x32_0x0D_0x24[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
16, 12, 17, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
16, 12, 17, 房间00, 密码915060, 12047e22, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
16, 12, 17, 房间00, 密码915060, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
16, 12, 27, 房间00, 密码915060, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
16, 13, 53, 房间00, 密码915060, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
