13, 56, 32, 房间00, 密码481168, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
13, 59, 36, 房间00, 密码481168, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
13, 59, 36, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 05, 33, 房间00, 密码079958, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 05, 33, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 09, 27, 房间00, 密码079958, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 09, 27, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 14, 16, 房间00, 密码872392, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 14, 16, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 17, 43, 房间00, 密码871521, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 20, 49, 房间01, 密码517739, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 21, 27, 房间01, 密码517739, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
14, 21, 29, 房间01, 密码517739, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
14, 21, 31, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
14, 21, 31, 房间01, 密码517739, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
14, 21, 34, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
14, 21, 34, 房间01, 密码517739, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
14, 21, 35, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 48, 
14, 21, 37, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
14, 21, 38, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
14, 21, 38, 房间01, 密码517739, 12047e22, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
14, 21, 38, 房间01, 密码517739, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
14, 21, 39, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 48, 
14, 21, 49, 房间01, 密码517739, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
14, 21, 49, 房间01, 密码517739, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
