14, 12, 40, 房间00, 密码766818, 12047e22, 03, 00, 游戏状态, 1, 服务器, 超端用户消息			
14, 12, 40, 房间00, 密码766818, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 13, 11, 房间00, 密码310922, 12047e22, 03, 00, 游戏状态, 1, 服务器, 超端用户消息			
14, 13, 11, 房间00, 密码310922, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 49, 46, 房间00, 密码012026, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
14, 50, 06, 房间01, 密码075200, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 50, 39, 房间02, 密码128888, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 52, 58, 房间00, 密码012026, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 52, 58, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 53, 13, 房间01, 密码075200, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 53, 13, 房间01, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 54, 50, 房间02, 密码128888, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 54, 50, 房间02, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 07, 40, 房间00, 密码724365, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
16, 07, 50, 房间00, 密码724365, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 1
16, 07, 53, 房间00, 密码724365, 12047e28, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
16, 07, 55, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 07, 55, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x3D_0x36_0x21_0x07_0x25[1]=_0x29_0x04_0x06_0x3B_0x19[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
16, 07, 57, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
16, 07, 57, 房间00, 密码724365, 12047e28, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
16, 07, 58, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 20, 定时器, 48, 
16, 08, 02, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 20, 定时器, 36, 抢庄定时器		   
16, 08, 03, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 08, 06, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 08, 06, 房间00, 密码724365, 12047e28, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 08, 07, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 21, 定时器, 48, 
16, 08, 08, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
16, 08, 08, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
16, 08, 09, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 23, 定时器, 48, 
16, 08, 11, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
