14, 12, 40, 房间00, 密码766818, 12047e22, 03, 00, 游戏状态, 1, 服务器, 超端用户消息			
16, 08, 11, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x3D[1]=0x36[2]=0x21}, byUpCard{[0]=0x07[1]=0x25}, iShape=4
16, 08, 14, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
16, 08, 14, 房间00, 密码724365, 12047e28, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x29[1]=0x3B[2]=0x19}, byUpCard{[0]=0x04[1]=0x06}, iShape=2
16, 08, 15, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 23, 定时器, 41, 
16, 08, 16, 房间00, 密码724365, 12047e28, 03, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
16, 08, 16, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=2[1]=-2[2]=0[3]=0[4]=0[5]=0
16, 08, 19, 房间00, 密码724365, 12047e28, 03, 01, 游戏状态, 24, 服务器, 游戏开始				
16, 08, 21, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
16, 08, 21, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x0D_0x14_0x0B_0x33_0x1D[1]=_0x1B_0x2B_0x01_0x26_0x02[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
16, 08, 22, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
16, 08, 22, 房间00, 密码724365, 12047e28, 03, 01, 游戏状态, 22, 服务器, 发牌完成		   		
16, 08, 23, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 20, 定时器, 48, 
16, 08, 25, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 08, 28, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 08, 28, 房间00, 密码724365, 12047e28, 03, 01, 游戏状态, 21, 服务器, 通知下注		   		
16, 08, 29, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 21, 定时器, 48, 
16, 08, 30, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 21, 定时器, 32, 下注完成定时器
16, 08, 30, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
16, 08, 31, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 23, 定时器, 48, 
16, 08, 33, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
16, 08, 33, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x0D[1]=0x14[2]=0x33}, byUpCard{[0]=0x0B[1]=0x1D}, iShape=1
16, 08, 35, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
16, 08, 35, 房间00, 密码724365, 12047e28, 03, 01, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x1B[1]=0x26[2]=0x02}, byUpCard{[0]=0x2B[1]=0x01}, iShape=2
16, 08, 36, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 23, 定时器, 41, 
16, 08, 37, 房间00, 密码724365, 12047e28, 03, 01, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
16, 08, 37, 房间00, 密码724365, 12047e28, 03, 02, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-2[1]=2[2]=0[3]=0[4]=0[5]=0
16, 08, 44, 房间00, 密码724365, 12047e28, 03, 02, 			游戏状态, 25, 服务器, 大结算					, [0]={bWinner=0_dwUserID=16539										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=16415										_iNTCount=2										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
16, 24, 35, 房间00, 密码423750, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 26, 39, 房间00, 密码423750, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 38, 35, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 39, 25, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
16, 42, 50, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 44, 40, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 45, 51, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 51, 29, 房间00, 密码699578, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
16, 51, 29, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 51, 45, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 52, 49, 房间01, 密码164607, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
16, 52, 49, 房间01, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 53, 58, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 55, 21, 房间01, 密码266935, 10062428, 03, 00, 游戏状态, 1, 用户进入, 0
16, 57, 40, 房间00, 密码699578, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
16, 57, 40, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
17, 00, 35, 房间01, 密码266935, 10062428, 03, 00, 		游戏状态, 1, 定时器, 51, 
17, 00, 35, 房间01, 密码, 10062428, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
17, 06, 22, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
17, 08, 57, 房间01, 密码178732, 10062428, 03, 00, 游戏状态, 1, 用户进入, 0
17, 11, 24, 房间00, 密码699578, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
17, 11, 24, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
17, 11, 32, 房间00, 密码266935, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
17, 12, 20, 房间01, 密码178732, 10062428, 03, 00, 		游戏状态, 1, 定时器, 51, 
17, 12, 20, 房间01, 密码, 10062428, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
18, 28, 24, 房间00, 密码699578, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 31, 29, 房间00, 密码699578, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
18, 31, 29, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
18, 45, 06, 房间00, 密码239562, 12047e22, 03, 00, 游戏状态, 1, 服务器, 超端用户消息			
18, 45, 06, 房间00, 密码239562, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
