01, 13, 28, 房间00, 密码521766, 1204be48, 03, 00, 		游戏状态, 1, 定时器, 51, 
01, 13, 28, 房间00, 密码, 1204be48, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
02, 19, 34, 房间00, 密码521766, 1204be48, 03, 00, 		游戏状态, 1, 定时器, 51, 
02, 19, 34, 房间00, 密码, 1204be48, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
04, 05, 39, 房间00, 密码521766, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
04, 08, 44, 房间00, 密码521766, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
04, 08, 44, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
09, 16, 56, 房间00, 密码729954, 12047e21, 03, 00, 游戏状态, 1, 用户进入, 0
09, 17, 35, 房间00, 密码729954, 12047e21, 03, 00, 游戏状态, 1, 用户进入, 1
09, 18, 27, 房间00, 密码729954, 12047e21, 03, 00, 游戏状态, 1, 用户进入, 0
09, 18, 33, 房间00, 密码729954, 12047e21, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
09, 18, 35, 房间00, 密码729954, 12047e21, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
09, 18, 36, 房间00, 密码729954, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 48, 
09, 18, 40, 房间00, 密码729954, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 36, 抢庄定时器		   
09, 18, 59, 房间00, 密码729954, 12047e21, 03, 00, 游戏状态, 20, 用户进入, 2
09, 19, 31, 房间00, 密码729954, 12047e21, 03, 00, 			游戏状态, 20, 服务器, 大结算					, [0]={bWinner=0_dwUserID=14608										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=14605										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=10902										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
09, 25, 51, 房间00, 密码263325, 12047e30, 03, 00, 游戏状态, 1, 用户进入, 0
09, 25, 54, 房间00, 密码263325, 12047e30, 03, 00, 游戏状态, 1, 用户进入, 1
09, 25, 57, 房间00, 密码263325, 12047e30, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
09, 25, 59, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
09, 26, 00, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
09, 26, 01, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
09, 26, 01, 房间00, 密码263325, 12047e30, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
09, 26, 01, 房间00, 密码263325, 12047e30, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
09, 26, 02, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 23, 定时器, 48, 
09, 26, 11, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
09, 37, 05, 房间00, 密码263325, 12047e30, 03, 00, 		游戏状态, 23, 定时器, 51, 
09, 37, 05, 房间00, 密码, 12047e30, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
10, 13, 05, 房间00, 密码263325, 12047e30, 03, 00, 游戏状态, 1, 用户进入, 1
10, 13, 46, 房间00, 密码807372, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
10, 13, 50, 房间00, 密码807372, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
10, 13, 52, 房间00, 密码807372, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
10, 13, 54, 房间00, 密码807372, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 13, 54, 房间00, 密码807372, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
10, 13, 58, 房间00, 密码807372, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
10, 13, 58, 房间00, 密码807372, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
10, 13, 59, 房间00, 密码807372, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 48, 
10, 14, 08, 房间00, 密码807372, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
10, 15, 08, 房间00, 密码807372, 12047e22, 03, 00, 			游戏状态, 21, 服务器, 大结算					, [0]={bWinner=0_dwUserID=14608										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=14738										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
10, 23, 56, 房间00, 密码474671, 12047e21, 03, 00, 游戏状态, 1, 用户进入, 0
10, 24, 10, 房间00, 密码474671, 12047e21, 03, 00, 游戏状态, 1, 用户进入, 1
10, 24, 11, 房间00, 密码474671, 12047e21, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
10, 24, 13, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 24, 14, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 48, 
10, 24, 18, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 36, 抢庄定时器		   
10, 24, 21, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=0[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=0
10, 24, 21, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
10, 24, 21, 房间00, 密码474671, 12047e21, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
10, 24, 22, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 21, 定时器, 48, 
10, 24, 31, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 21, 定时器, 31, 下注计时器	
10, 24, 39, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
10, 24, 41, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
10, 24, 41, 房间00, 密码474671, 12047e21, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
10, 24, 41, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
10, 24, 42, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 48, 
10, 24, 45, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 24, 45, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1D[1]=0x01[2]=0x16}, byUpCard{[0]=0x0C[1]=0x14}, iShape=5
10, 24, 47, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 24, 47, 房间00, 密码474671, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x3C[1]=0x0B[2]=0x1C}, byUpCard{[0]=0x3D[1]=0x18}, iShape=10
10, 24, 48, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 41, 
10, 24, 49, 房间00, 密码474671, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
10, 24, 49, 房间00, 密码474671, 12047e21, 03, 01, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-8[1]=8[2]=0[3]=0[4]=0[5]=0
10, 24, 53, 房间00, 密码474671, 12047e21, 03, 01, 游戏状态, 24, 服务器, 游戏开始				
10, 24, 55, 房间00, 密码474671, 12047e21, 03, 01, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 24, 56, 房间00, 密码474671, 12047e21, 03, 01, 		游戏状态, 20, 定时器, 48, 
10, 24, 59, 房间00, 密码474671, 12047e21, 03, 01, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
