01, 53, 43, 房间00, 密码455049, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
09, 36, 26, 房间00, 密码208343, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
09, 36, 26, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 31, 11, 房间00, 密码998849, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 36, 54, 房间00, 密码547494, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
15, 11, 24, 房间00, 密码385936, 12047e21, 03, 01, 游戏状态, 1, 用户进入, 1
15, 12, 26, 房间00, 密码385936, 12047e21, 03, 01, 游戏状态, 1, 用户进入, 2
15, 12, 31, 房间00, 密码385936, 12047e21, 03, 01, 游戏状态, 24, 服务器, 游戏开始				
15, 12, 33, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
15, 12, 38, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 20, 定时器, 36, 抢庄定时器		   
15, 12, 47, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=1[2]=1[3]=255[4]=255[5]=255}, bShowDing=1
15, 12, 50, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
15, 12, 50, 房间00, 密码385936, 12047e21, 03, 01, 游戏状态, 21, 服务器, 通知下注		   		
15, 12, 53, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 21, 定时器, 32, 下注完成定时器
15, 12, 53, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=1, iUserCard={[0]=_0x00_0x00_0x00_0x00_0x00[1]=_0x1A_0x18_0x27_0x12_0x1B[2]=_0x29_0x3D_0x11_0x0D_0x3B[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=0[1]=5[2]=5[3]=0[4]=0[5]=0}
15, 12, 55, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
15, 12, 55, 房间00, 密码385936, 12047e21, 03, 01, 游戏状态, 22, 服务器, 发牌完成		   		
15, 12, 55, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=2
15, 13, 05, 房间00, 密码385936, 12047e21, 03, 01, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
15, 13, 27, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 23, 客户端,  2, 玩家摆牛		   		, byDeskStation=2, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
15, 13, 27, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=2, bReadyOpenCard{, byUnderCard{[0]=0x29[1]=0x3D[2]=0x11}, byUpCard{[0]=0x0D[1]=0x3B}, iShape=0
15, 14, 51, 房间00, 密码385936, 12047e21, 03, 01, 			游戏状态, 23, 服务器, 大结算					, [0]={bWinner=0_dwUserID=0										_iNTCount=1										_i64WinMoney=-2, [1]={bWinner=1_dwUserID=10162										_iNTCount=0										_i64WinMoney=2, [2]={bWinner=0_dwUserID=10471										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
17, 11, 01, 房间00, 密码461018, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
17, 15, 35, 房间00, 密码461018, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
17, 15, 35, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
20, 18, 08, 房间00, 密码972492, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 18, 16, 房间00, 密码972492, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 19, 02, 房间00, 密码972492, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 21, 21, 房间00, 密码972492, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 27, 31, 房间00, 密码972492, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 30, 49, 房间00, 密码972492, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
20, 30, 49, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
21, 10, 21, 房间00, 密码900075, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
21, 11, 04, 房间00, 密码900075, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
21, 11, 13, 房间00, 密码900075, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
21, 11, 15, 房间00, 密码900075, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
