13, 03, 45, 房间00, 密码854024, 12047e28, 06, 00, 游戏状态, 1, 用户进入, 0
15, 18, 04, 房间00, 密码923043, 12047e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
15, 18, 04, 房间00, 密码, 12047e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
15, 31, 23, 房间00, 密码733373, 12447e22, 03, 00, 游戏状态, 1, 用户进入, 0
15, 34, 56, 房间00, 密码733373, 12447e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
15, 34, 56, 房间00, 密码, 12447e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 52, 14, 房间00, 密码569005, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
17, 01, 11, 房间00, 密码434581, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
19, 07, 50, 房间00, 密码851651, 12047f08, 03, 00, 游戏状态, 1, 用户进入, 0
19, 13, 08, 房间00, 密码851651, 12047f08, 03, 00, 		游戏状态, 1, 定时器, 51, 
19, 13, 08, 房间00, 密码, 12047f08, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
19, 21, 58, 房间00, 密码851651, 12047f08, 03, 00, 游戏状态, 1, 用户进入, 0
19, 25, 48, 房间00, 密码851651, 12047f08, 03, 00, 		游戏状态, 1, 定时器, 51, 
19, 25, 48, 房间00, 密码, 12047f08, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
21, 15, 14, 房间00, 密码126870, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
21, 15, 28, 房间00, 密码126870, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
21, 15, 32, 房间00, 密码126870, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
21, 15, 34, 房间00, 密码126870, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
21, 15, 34, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
21, 15, 37, 房间00, 密码126870, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
21, 15, 37, 房间00, 密码126870, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
21, 15, 41, 房间00, 密码126870, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
21, 15, 41, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=1, iUserCard={[0]=_0x1B_0x29_0x24_0x19_0x34[1]=_0x01_0x35_0x2B_0x28_0x25[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
21, 15, 43, 房间00, 密码126870, 12047e22, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
21, 15, 43, 房间00, 密码126870, 12047e22, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
21, 15, 43, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
21, 15, 50, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
21, 15, 51, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1B[1]=0x29[2]=0x19}, byUpCard{[0]=0x24[1]=0x34}, iShape=10
21, 15, 53, 房间00, 密码126870, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
21, 16, 27, 房间00, 密码126870, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 大结算					, [0]={bWinner=0_dwUserID=14298										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=14364										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
