00, 00, 02, 房间00, 密码789529, 12047e21, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
00, 00, 04, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
00, 00, 09, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 36, 抢庄定时器		   
00, 00, 14, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
00, 00, 17, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
00, 00, 17, 房间00, 密码789529, 12047e21, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
00, 00, 24, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
00, 00, 24, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=1, iUserCard={[0]=_0x11_0x1B_0x22_0x2D_0x33[1]=_0x18_0x35_0x27_0x19_0x08[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
00, 00, 26, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
00, 00, 26, 房间00, 密码789529, 12047e21, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
00, 00, 26, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
00, 00, 36, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
00, 00, 40, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
00, 00, 40, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x18[1]=0x35[2]=0x27}, byUpCard{[0]=0x19[1]=0x08}, iShape=0
00, 00, 41, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
00, 00, 41, 房间00, 密码789529, 12047e21, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x11[1]=0x1B[2]=0x22}, byUpCard{[0]=0x2D[1]=0x33}, iShape=0
00, 00, 42, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 41, 
00, 00, 43, 房间00, 密码789529, 12047e21, 03, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
00, 00, 43, 房间00, 密码789529, 12047e21, 03, 01, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=2[1]=-2[2]=0[3]=0[4]=0[5]=0
00, 00, 46, 房间00, 密码789529, 12047e21, 03, 01, 		游戏状态, 25, 定时器, 39, 自动开始下一局定时器
00, 00, 47, 房间00, 密码789529, 12047e21, 03, 01, 			游戏状态, 25, 服务器, 大结算					, [0]={bWinner=1_dwUserID=13036										_iNTCount=0										_i64WinMoney=2, [1]={bWinner=0_dwUserID=11382										_iNTCount=1										_i64WinMoney=-2, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
00, 01, 08, 房间00, 密码532860, 12047e24, 03, 00, 游戏状态, 1, 用户进入, 0
00, 01, 11, 房间00, 密码532860, 12047e24, 03, 00, 游戏状态, 1, 用户进入, 1
00, 01, 13, 房间00, 密码532860, 12047e24, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
00, 01, 15, 房间00, 密码532860, 12047e24, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
00, 01, 15, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=0
00, 01, 15, 房间00, 密码532860, 12047e24, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
00, 01, 15, 房间00, 密码532860, 12047e24, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
00, 01, 23, 房间00, 密码532860, 12047e24, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
00, 01, 23, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x1C_0x38_0x27_0x35_0x0D[1]=_0x11_0x14_0x21_0x31_0x0B[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
00, 01, 25, 房间00, 密码532860, 12047e24, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
00, 01, 25, 房间00, 密码532860, 12047e24, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
00, 01, 25, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
00, 01, 33, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
00, 01, 33, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x11[1]=0x14[2]=0x21}, byUpCard{[0]=0x31[1]=0x0B}, iShape=0
00, 01, 35, 房间00, 密码532860, 12047e24, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
00, 01, 42, 房间00, 密码532860, 12047e24, 03, 00, 			游戏状态, 23, 服务器, 大结算					, [0]={bWinner=0_dwUserID=13036										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=11382										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
00, 16, 07, 房间00, 密码715782, 120a3e88, 03, 00, 游戏状态, 1, 用户进入, 0
00, 19, 01, 房间01, 密码100237, 12223f08, 03, 00, 		游戏状态, 1, 定时器, 51, 
00, 19, 01, 房间01, 密码, 12223f08, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
06, 54, 08, 房间00, 密码109063, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
06, 58, 09, 房间00, 密码109063, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
06, 58, 09, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
10, 27, 52, 房间00, 密码100237, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
10, 49, 41, 房间00, 密码762162, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
10, 52, 44, 房间00, 密码762162, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
10, 52, 44, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 46, 55, 房间00, 密码578810, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 49, 48, 房间03, 密码721249, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 51, 02, 房间00, 密码578810, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
11, 51, 02, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 51, 32, 房间01, 密码000723, 12223f08, 03, 00, 		游戏状态, 1, 定时器, 51, 
11, 51, 32, 房间01, 密码, 12223f08, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 58, 07, 房间02, 密码097421, 12223e28, 03, 00, 		游戏状态, 1, 定时器, 51, 
11, 58, 07, 房间02, 密码, 12223e28, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 58, 12, 房间01, 密码842022, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 58, 38, 房间00, 密码679124, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 58, 49, 房间01, 密码842022, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 58, 58, 房间02, 密码281134, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
12, 01, 46, 房间00, 密码679124, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
12, 01, 46, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
12, 02, 04, 房间01, 密码842022, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
12, 02, 04, 房间01, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
12, 08, 23, 房间02, 密码281134, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
12, 08, 23, 房间02, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 14, 59, 房间00, 密码256546, 12047f02, 03, 00, 游戏状态, 1, 用户进入, 0
14, 18, 13, 房间00, 密码256546, 12047f02, 03, 00, 		游戏状态, 1, 定时器, 51, 
14, 18, 13, 房间00, 密码, 12047f02, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
14, 26, 23, 房间00, 密码097421, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
14, 59, 56, 房间00, 密码957992, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
15, 31, 51, 房间00, 密码568086, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
15, 35, 23, 房间00, 密码568086, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
15, 35, 23, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
15, 38, 31, 房间00, 密码568086, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
