04, 55, 44, 房间00, 密码206945, 12087f01, 03, 00, 游戏状态, 1, 用户进入, 0
04, 59, 03, 房间00, 密码206945, 12087f01, 03, 00, 		游戏状态, 1, 定时器, 51, 
04, 59, 03, 房间00, 密码, 12087f01, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
11, 30, 59, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 31, 19, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
11, 35, 04, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
11, 35, 06, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
11, 35, 08, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
11, 35, 08, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
11, 35, 11, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
11, 35, 11, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
11, 35, 12, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 48, 
11, 35, 15, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
11, 35, 16, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
11, 35, 16, 房间00, 密码391830, 12047e22, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
11, 35, 16, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
11, 35, 17, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 48, 
11, 35, 24, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 35, 24, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x18[1]=0x1D[2]=0x15}, byUpCard{[0]=0x0D[1]=0x25}, iShape=0
11, 35, 26, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
11, 35, 29, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 35, 29, 房间00, 密码391830, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x01[1]=0x31[2]=0x11}, byUpCard{[0]=0x22[1]=0x23}, iShape=0
11, 35, 30, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 41, 
11, 35, 31, 房间00, 密码391830, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
11, 35, 31, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=2[1]=-2[2]=0[3]=0[4]=0[5]=0
11, 35, 36, 房间00, 密码391830, 12047e22, 03, 01, 游戏状态, 24, 服务器, 游戏开始				
11, 35, 38, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
11, 35, 38, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=0
11, 35, 38, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
11, 35, 38, 房间00, 密码391830, 12047e22, 03, 01, 游戏状态, 21, 服务器, 通知下注		   		
11, 35, 39, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 21, 定时器, 48, 
11, 35, 41, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 21, 定时器, 32, 下注完成定时器
11, 35, 42, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
11, 35, 42, 房间00, 密码391830, 12047e22, 03, 01, 游戏状态, 22, 服务器, 发牌完成		   		
11, 35, 42, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
11, 35, 43, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 23, 定时器, 48, 
11, 35, 52, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
11, 36, 44, 房间00, 密码391830, 12047e22, 03, 01, 游戏状态, 23, 用户进入, 0
11, 36, 57, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 36, 57, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x13[1]=0x32[2]=0x18}, byUpCard{[0]=0x2A[1]=0x09}, iShape=0
11, 37, 01, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 37, 01, 房间00, 密码391830, 12047e22, 03, 01, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x06[1]=0x02[2]=0x0C}, byUpCard{[0]=0x1D[1]=0x28}, iShape=10
11, 37, 02, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 23, 定时器, 41, 
11, 37, 03, 房间00, 密码391830, 12047e22, 03, 01, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
11, 37, 03, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-8[1]=8[2]=0[3]=0[4]=0[5]=0
11, 37, 09, 房间00, 密码391830, 12047e22, 03, 02, 游戏状态, 24, 服务器, 游戏开始				
11, 37, 11, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
11, 37, 11, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=0
11, 37, 11, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
11, 37, 11, 房间00, 密码391830, 12047e22, 03, 02, 游戏状态, 21, 服务器, 通知下注		   		
11, 37, 12, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 21, 定时器, 48, 
11, 37, 14, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 21, 定时器, 32, 下注完成定时器
11, 37, 15, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
11, 37, 15, 房间00, 密码391830, 12047e22, 03, 02, 游戏状态, 22, 服务器, 发牌完成		   		
11, 37, 15, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
11, 37, 16, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 23, 定时器, 48, 
11, 37, 21, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 37, 21, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x37[1]=0x15[2]=0x08}, byUpCard{[0]=0x0D[1]=0x21}, iShape=0
11, 37, 22, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
11, 37, 22, 房间00, 密码391830, 12047e22, 03, 02, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x2A[1]=0x16[2]=0x22}, byUpCard{[0]=0x18[1]=0x01}, iShape=1
11, 37, 23, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 23, 定时器, 41, 
11, 37, 24, 房间00, 密码391830, 12047e22, 03, 02, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
11, 37, 24, 房间00, 密码391830, 12047e22, 03, 03, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-2[1]=2[2]=0[3]=0[4]=0[5]=0
11, 37, 24, 房间00, 密码391830, 12047e22, 03, 03, 			游戏状态, 1, 服务器, 大结算					, [0]={bWinner=0_dwUserID=16901										_iNTCount=2										_i64WinMoney=-8, [1]={bWinner=1_dwUserID=16930										_iNTCount=1										_i64WinMoney=8, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
11, 39, 18, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
11, 40, 52, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 0
11, 42, 03, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 1, 用户进入, 1
11, 42, 06, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 24, 服务器, 游戏开始				
11, 42, 08, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
11, 42, 09, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
11, 42, 09, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
11, 42, 10, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 20, 定时器, 48, 
11, 42, 12, 房间00, 密码121833, 12047e28, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
11, 42, 15, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
11, 42, 15, 房间00, 密码121833, 12047e28, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
11, 42, 16, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 21, 定时器, 48, 
11, 42, 18, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
11, 42, 18, 房间00, 密码121833, 12047e28, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
11, 42, 19, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 23, 定时器, 48, 
11, 42, 29, 房间00, 密码121833, 12047e28, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
