14,06,40,ShengYu,Run:1,All:1
14,06,40,Send,UserID:0,bAssID:81
14,06,40,Send,UserID:1,bAssID:81
14,06,40,Send,UserID:2,bAssID:81
14,06,56,Reply,UserID:0,bAssistantID:1
