02,34,59,Send,UserID:0,bAssID=181,
02,35,03,Reply,UserId=0,bAssID=1,    ///用户同意		 
18,18,08,Send,UserID:0,bAssID=181,
18,18,13,Reply,UserId=0,bAssID=1,    ///用户同意		 
22,34,54,Send,UserID:0,bAssID=181,
22,35,00,Reply,UserId=0,bAssID=1,    ///用户同意		 
