13,46,49,Send,UserID:0,bAssID=181,
22,08,21,Send,UserID:0,bAssID=181,
22,08,24,Reply,UserId=0,bAssID=1,    ///用户同意		 
22,08,29,Send,UserID:0,bAssID=181,
22,08,29,Send,UserID:1,bAssID=181,
22,08,32,Reply,UserId=1,bAssID=1,    ///用户同意		 
