05,58,58,Send,UserID:0,bAssID=181,
13,39,14,Send,UserID:0,bAssID=181,
13,39,16,Reply,UserId=0,bAssID=1,    ///用户同意		 
13,40,35,Send,UserID:0,bAssID=181,
19,18,27,Send,UserID:0,bAssID=181,
19,18,31,Reply,UserId=0,bAssID=1,    ///用户同意		 
20,50,01,Send,UserID:0,bAssID=181,
20,50,05,Reply,UserId=0,bAssID=1,    ///用户同意		 
