11,16,31,Send,UserID:0,bAssID=181,
11,16,34,Reply,UserId=0,bAssID=1,    ///用户同意		 
18,31,00,Send,UserID:0,bAssID=181,
18,31,01,Reply,UserId=0,bAssID=1,    ///用户同意		 
