[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:40]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:41]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:41]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:41]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:41]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:44]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:44]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:44]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:44]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:47]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:47]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:47]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:47]--trace:发牌中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[715]
[2018-04-20 10:58:48]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:58:48]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:58:48]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:58:48]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:07]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:19]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:26]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
[2018-04-20 10:59:26]--trace:游戏中状态 函数：[CServerGameDesk::SendGameDataEx] 行：[768]
