[2018-04-20 10:58:44]--玩家2:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家3:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--***************************************************
[2018-04-20 10:58:44]--****************发牌中状态*************************
[2018-04-20 10:58:44]--玩家0:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家1:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家2:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家3:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--***************************************************
[2018-04-20 10:58:44]--****************发牌中状态*************************
[2018-04-20 10:58:44]--玩家0:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家1:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家2:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家3:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--***************************************************
[2018-04-20 10:58:44]--****************发牌中状态*************************
[2018-04-20 10:58:44]--玩家0:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家1:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家2:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--玩家3:255,255,255,255,255,255,255,255,255,255,255,255,255,255,
[2018-04-20 10:58:44]--***************************************************
[2018-04-20 10:58:47]--****************发牌中状态*************************
[2018-04-20 10:58:47]--玩家0:4,1,35,28,27,21,35,6,7,21,11,7,22,11,
[2018-04-20 10:58:47]--玩家1:27,24,32,35,4,8,31,2,16,34,1,29,8,255,
[2018-04-20 10:58:47]--玩家2:29,12,9,18,29,5,33,6,33,28,14,34,17,255,
[2018-04-20 10:58:47]--玩家3:17,15,19,14,21,3,34,18,12,9,34,32,27,255,
[2018-04-20 10:58:47]--***************************************************
[2018-04-20 10:58:47]--****************发牌中状态*************************
[2018-04-20 10:58:47]--玩家0:4,1,35,28,27,21,35,6,7,21,11,7,22,11,
[2018-04-20 10:58:47]--玩家1:27,24,32,35,4,8,31,2,16,34,1,29,8,255,
[2018-04-20 10:58:47]--玩家2:29,12,9,18,29,5,33,6,33,28,14,34,17,255,
[2018-04-20 10:58:47]--玩家3:17,15,19,14,21,3,34,18,12,9,34,32,27,255,
[2018-04-20 10:58:47]--***************************************************
[2018-04-20 10:58:47]--****************发牌中状态*************************
[2018-04-20 10:58:47]--玩家0:4,1,35,28,27,21,35,6,7,21,11,7,22,11,
[2018-04-20 10:58:47]--玩家1:27,24,32,35,4,8,31,2,16,34,1,29,8,255,
[2018-04-20 10:58:47]--玩家2:29,12,9,18,29,5,33,6,33,28,14,34,17,255,
[2018-04-20 10:58:47]--玩家3:17,15,19,14,21,3,34,18,12,9,34,32,27,255,
[2018-04-20 10:58:47]--***************************************************
[2018-04-20 10:58:47]--****************发牌中状态*************************
[2018-04-20 10:58:47]--玩家0:4,1,35,28,27,21,35,6,7,21,11,7,22,11,
[2018-04-20 10:58:47]--玩家1:27,24,32,35,4,8,31,2,16,34,1,29,8,255,
[2018-04-20 10:58:47]--玩家2:29,12,9,18,29,5,33,6,33,28,14,34,17,255,
[2018-04-20 10:58:47]--玩家3:17,15,19,14,21,3,34,18,12,9,34,32,27,255,
[2018-04-20 10:58:47]--***************************************************
[2018-04-20 10:58:48]--****************游戏中状态*************************
[2018-04-20 10:58:48]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,35,
[2018-04-20 10:58:48]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--***************************************************
[2018-04-20 10:58:48]--****************游戏中状态*************************
[2018-04-20 10:58:48]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:58:48]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:58:48]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--***************************************************
[2018-04-20 10:58:48]--****************游戏中状态*************************
[2018-04-20 10:58:48]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:58:48]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:58:48]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--***************************************************
[2018-04-20 10:58:48]--****************游戏中状态*************************
[2018-04-20 10:58:48]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:58:48]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:58:48]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:58:48]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:07]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:07]--****************游戏中状态*************************
[2018-04-20 10:59:07]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:07]--玩家3:3,9,12,14,15,17,18,19,21,23,27,32,34,34,
[2018-04-20 10:59:07]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:5,6,9,12,14,17,18,28,28,29,29,33,33,34,
[2018-04-20 10:59:19]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:19]--****************游戏中状态*************************
[2018-04-20 10:59:19]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:19]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:19]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:19]--***************************************************
[2018-04-20 10:59:26]--****************游戏中状态*************************
[2018-04-20 10:59:26]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:26]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--***************************************************
[2018-04-20 10:59:26]--****************游戏中状态*************************
[2018-04-20 10:59:26]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家1:35,1,2,4,8,8,16,24,27,29,31,32,34,255,
[2018-04-20 10:59:26]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--***************************************************
[2018-04-20 10:59:26]--****************游戏中状态*************************
[2018-04-20 10:59:26]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:26]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--***************************************************
[2018-04-20 10:59:26]--****************游戏中状态*************************
[2018-04-20 10:59:26]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:26]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:26]--***************************************************
[2018-04-20 10:59:27]--****************游戏中状态*************************
[2018-04-20 10:59:27]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:27]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:27]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--***************************************************
[2018-04-20 10:59:27]--****************游戏中状态*************************
[2018-04-20 10:59:27]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家1:1,2,4,8,8,16,17,24,27,29,31,32,34,35,
[2018-04-20 10:59:27]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--***************************************************
[2018-04-20 10:59:27]--****************游戏中状态*************************
[2018-04-20 10:59:27]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:27]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:27]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--***************************************************
[2018-04-20 10:59:27]--****************游戏中状态*************************
[2018-04-20 10:59:27]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:27]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:27]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:27]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家1:35,1,2,4,8,8,16,17,24,27,29,32,34,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:1,2,4,6,7,7,11,11,21,21,22,27,28,35,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:36]--玩家1:35,1,2,4,8,8,16,17,24,27,29,32,34,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:5,6,9,12,14,17,18,28,29,29,33,33,34,255,
[2018-04-20 10:59:36]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:36]--****************游戏中状态*************************
[2018-04-20 10:59:36]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[2018-04-20 10:59:36]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:36]--玩家3:3,9,12,14,15,17,18,19,21,27,32,34,34,255,
[2018-04-20 10:59:36]--***************************************************
[2018-04-20 10:59:43]--****************游戏中状态*************************
[2018-04-20 10:59:43]--玩家0:35,1,4,6,7,7,11,11,21,21,22,27,28,255,
[2018-04-20 10:59:43]--玩家1:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:43]--玩家2:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:43]--玩家3:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
[2018-04-20 10:59:43]--***************************************************
[2018-04-20 10:59:43]--****************游戏中状态*************************
[2018-04-20 10:59:43]--玩家0:0,0,0,0,0,0,0,0,0,0,0,0,0,255,
